@relation segment0

@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {positive,negative}

@data
92,70,9,0.111111,0,1.111111,1.360826,0.777777,0.655461,61.11111,53.444443,77,52.88889,-23,47.666668,-24.666666,77,0.314365,-2.070832,negative
38,112,9,0,0,0.555556,0.385185,1,0.088889,6.222222,7,8.111112,3.555556,2.333333,5.666666,-8,8.111112,0.559171,-1.273992,positive
138,133,9,0,0,0.666667,0.444444,1.166667,0.211111,6.444445,7.777778,7.888889,3.666667,4,4.333334,-8.333333,8.222222,0.558201,-1.077659,positive
118,126,9,0,0,0.666667,0.4,1.833334,2.122222,20.555555,16.11111,28.666666,16.88889,-13.333333,24.333334,-11,28.666666,0.437078,-2.158805,negative
201,135,9,0,0,0.555555,0.296296,0.888889,0.074074,5.518518,7.111111,6.444445,3,4.777778,2.777778,-7.555555,7.444445,0.599427,-0.892179,positive
59,111,9,0,0,0.277778,0.151852,0.5,0.122222,5.444445,6.444445,7,2.888889,3,4.666666,-7.666666,7.222222,0.60119,-1.181388,positive
124,183,9,0,0,1.777778,0.429629,2.277777,4.196296,18.185184,14.222222,17.11111,23.222221,-11.888889,-3.222222,15.111111,23.222221,0.389882,2.428022,negative
85,124,9,0,0,1.222223,0.934919,2.388889,1.678844,14.666667,7.555555,24.11111,12.333333,-21.333334,28.333334,-7,24.11111,0.691123,-2.396682,negative
99,149,9,0,0,3.666667,4.577775,2.111111,1.585185,21.37037,16.666668,30,17.444445,-14.111111,25.88889,-11.777778,30,0.445172,-2.141787,negative
120,89,9,0.111111,0,4,9.555554,5.833334,11.85555,10.481482,5.777778,17.11111,8.555555,-14.111111,19.88889,-5.777778,17.11111,0.686685,-2.356793,negative
244,193,9,0,0,2.055556,2.225275,3.888889,3.631141,16.185184,13.333333,14.222222,21,-8.555555,-5.888889,14.444445,21,0.378871,2.222103,negative
99,132,9,0,0,0.444444,0.385185,0.555555,0.785185,0.740741,0.111111,2,0.111111,-1.888889,3.777778,-1.888889,2,0.981482,-2.094395,negative
163,166,9,0,0,1.777778,1.096297,2.444445,1.051852,16.962963,12.333333,16.333334,22.222221,-13.888889,-1.888889,15.777778,22.222221,0.446214,2.515826,negative
210,114,9,0,0,1.277778,1.307407,0.611111,0.062963,16.185184,11.444445,25,12.111111,-14.222222,26.444445,-12.222222,25,0.546207,-2.141659,negative
183,185,9,0,0,2.888888,1.424649,5.777777,5.556445,44.962963,40.666668,55,39.22222,-12.888889,30.11111,-17.222221,55,0.28574,-2.004988,negative
76,64,9,0,0,2.222222,5.496297,2.888888,4.34074,23.62963,21.777779,31.222221,17.88889,-5.555555,22.777779,-17.222221,31.222221,0.424819,-1.756712,positive
200,13,9,0,0,1.777778,1.857916,0.277778,0.250924,9.296296,6.111111,15.888889,5.888889,-9.555555,19.777779,-10.222222,15.888889,0.632739,-2.074133,negative
229,124,9,0,0,0.888889,0.074074,0.888889,0.340741,5.888889,7.111111,7.111111,3.444444,3.666667,3.666667,-7.333334,7.555555,0.545855,-1.037663,positive
9,131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
140,181,9,0.111111,0,0.833333,0.477778,1.277778,1.707406,19.296297,15.444445,18.444445,24,-11.555555,-2.555556,14.111111,24,0.357668,2.458471,negative
188,186,9,0,0,0.888888,0.162962,0.777778,0.207407,18.518518,15.333333,18.222221,22,-9.555555,-0.888889,10.444445,22,0.301883,2.587396,negative
154,128,9,0,0,0.5,0.3,0.333333,0.044444,5.962963,7.333334,7.222222,3.333333,4.111111,3.777778,-7.888889,7.666666,0.563713,-1.005054,positive
34,164,9,0,0,0.888889,0.403687,1.277778,0.490653,11.333333,9.222222,10.333334,14.444445,-6.333334,-3,9.333333,14.444445,0.367923,2.291118,negative
112,90,9,0,0,7.38889,6.945556,1.277777,0.879814,65.18519,57.666668,79.77778,58.11111,-22.555555,43.77778,-21.222221,79.77778,0.278345,-2.108813,negative
186,98,9,0,0,1.277778,1.181651,5.944444,3.079803,33.962963,31,41,29.88889,-8.888889,21.11111,-12.222222,41,0.265698,-1.96031,negative
233,81,9,0,0,0.611113,0.329631,1.055557,0.551853,90.40741,75.66667,116.44444,79.111115,-44.22222,78.111115,-33.88889,116.44444,0.350039,-2.18233,negative
121,82,9,0,0,0.555556,0.344266,0.611111,0.443054,106.51852,92.888885,125.888885,100.77778,-40.88889,58.11111,-17.222221,125.888885,0.262093,-2.344872,negative
24,83,9,0,0,2.777777,4.918518,3.611111,2.374072,18.74074,19.11111,23.222221,13.888889,1.111111,13.444445,-14.555555,23.333334,0.399927,-1.456819,positive
107,210,9,0,0,0.944445,0.596296,1.833333,0.655555,15.111111,11.222222,14.222222,19.88889,-11.666667,-2.666667,14.333333,19.88889,0.435769,2.461599,negative
145,248,9,0,0,2.055555,1.718095,2.111111,1.377061,26.88889,23.222221,25.11111,32.333336,-11,-5.333334,16.333334,32.333336,0.291675,2.285098,negative
59,135,9,0,0,0.166667,0.182574,0.055556,0.136083,0.481482,0,1.444444,0,-1.444444,2.888889,-1.444444,1.444444,1,-2.094395,negative
45,205,9,0,0,1.944445,2.195112,3.333334,2.529823,50.25926,44.88889,61.77778,44.11111,-16.11111,34.555557,-18.444445,61.77778,0.287573,-2.044653,negative
237,83,9,0,0,0.722222,0.418518,5.833334,20.922216,9.888889,6,17,6.666666,-11.666667,21.333334,-9.666667,17,0.676581,-2.150257,negative
186,90,9,0,0,4.444444,1.455513,0.666667,0.471405,10.037037,7.555555,15,7.555555,-7.444445,14.888889,-7.444445,15,0.533928,-2.067026,negative
210,153,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
117,137,9,0,0,0.222222,0.074074,0.666667,0.177778,3.111111,1.555556,6.333334,1.444444,-4.666666,9.666667,-5,6.333334,0.772487,-2.075071,negative
18,43,9,0,0,1.888889,1.772214,1.555557,1.223233,64.703705,54.88889,82.55556,56.666668,-29.444445,53.555557,-24.11111,82.55556,0.335115,-2.160551,negative
172,218,9,0,0,2.555556,2.42963,1.611111,2.418518,14.925926,11.888889,13.777778,19.11111,-9.111111,-3.444444,12.555555,19.11111,0.386456,2.362146,negative
173,190,9,0.111111,0,2.333333,2.564718,1.555556,1.204929,50.444443,44.88889,62.333332,44.11111,-16.666666,35.666668,-19,62.333332,0.292125,-2.048697,negative
39,124,9,0,0.111111,5.333334,4.774935,6.5,4.544838,7.592593,4.111111,12.888889,5.777778,-10.444445,15.888889,-5.444445,12.888889,0.772152,-2.265747,negative
14,110,9,0,0,1.722222,5.351851,2.666667,1.022223,17.925926,18.88889,21.444445,13.444445,2.888889,10.555555,-13.444445,21.444445,0.368848,-1.345096,positive
76,116,9,0,0,0.833333,0.433334,0.166667,0.077778,16.851852,13.555555,23.222221,13.777778,-9.888889,19.11111,-9.222222,23.222221,0.420839,-2.121175,negative
180,123,9,0.111111,0,1.722221,2.107406,1.111111,0.518518,57.48148,52.555557,68.55556,51.333332,-14.777778,33.22222,-18.444445,68.55556,0.251194,-2.021502,negative
51,237,9,0.111111,0,2.555556,2.535671,2.333333,1.229273,14.148149,11.111111,13,18.333334,-9.111111,-3.444444,12.555555,18.333334,0.397985,2.37843,negative
121,113,9,0,0,1.722222,1.52963,2.944444,1.529629,20.25926,20,25.444445,15.333333,-0.777778,15.555555,-14.777778,25.444445,0.396589,-1.585609,positive
198,148,9,0.111111,0,1.666667,0.843274,1.111111,0.981307,1.777778,1.111111,3.222222,1,-2,4.333334,-2.333333,3.222222,0.612963,-2.04515,negative
11,108,9,0,0,1.333333,0.8,1.388889,0.951852,17.666666,19,21.11111,12.888889,4,10.333333,-14.333333,21.11111,0.388756,-1.302133,positive
139,95,9,0,0,3.611111,2.524692,7.055555,5.724864,46.851852,42.88889,56.333332,41.333336,-11.888889,28.444445,-16.555555,56.333332,0.264571,-1.970802,negative
191,119,9,0,0,1.111111,1.293861,0.944446,0.772202,39.851852,36.22222,48.22222,35.11111,-10.888889,25.11111,-14.222222,48.22222,0.271717,-2.006,negative
250,172,9,0,0,0.944444,0.507407,1.333333,0.71111,16.074074,12.333333,15,20.88889,-11.222222,-3.222222,14.444445,20.88889,0.409835,2.417702,negative
169,186,9,0,0.222222,2.333334,1.659987,5.5,2.518818,49.444443,44.666668,61.11111,42.555557,-14.333333,35,-20.666666,61.11111,0.303448,-1.974394,negative
145,102,9,0,0,0.888889,0.607408,2.611111,1.485186,23.074074,22.11111,29.777779,17.333334,-2.888889,20.11111,-17.222221,29.777779,0.417763,-1.68544,positive
96,193,9,0,0,1.333333,1.115547,1.833333,1.846919,62.703705,54.77778,78.77778,54.555557,-23.777779,48.22222,-24.444445,78.77778,0.310288,-2.084935,negative
75,107,9,0.111111,0,1.166667,0.344445,1.777778,1.540741,16.703703,18.777779,19.444445,11.888889,6.222222,8.222222,-14.444445,19.777779,0.399311,-1.131973,positive
240,192,9,0,0,2.388888,0.64693,4.388889,2.379699,45.962963,40.555557,58.11111,39.22222,-16.222221,36.444443,-20.222221,58.11111,0.325608,-2.016578,negative
95,131,9,0,0,0.555555,0.162963,1.333333,0.711111,5.333334,6.888889,6.111111,3,4.666666,2.333333,-7,7.222222,0.592813,-0.850783,positive
52,102,9,0,0,0.722222,0.507407,0.833333,0.566667,2.888889,0.666667,6.333334,1.666667,-6.666666,10.333333,-3.666667,6.333334,0.899735,-2.261719,negative
4,126,9,0,0,1.166667,0.744446,0.944445,0.596297,57.814816,52.333332,70.44444,50.666668,-16.444445,37.88889,-21.444445,70.44444,0.280738,-2.006029,negative
185,118,9,0,0,14.444446,182.29631,1.166667,1.055555,55.074074,50.11111,66.333336,48.77778,-14.888889,33.77778,-18.88889,66.333336,0.265558,-2.007117,negative
3,91,9,0,0.111111,2.222222,5.051852,1,1.955556,5.62963,1.888889,10.666667,4.333334,-11.222222,15.111111,-3.888889,10.666667,0.829748,-2.383949,negative
78,186,9,0,0,2.833334,2.12222,3.555556,4.207406,35.296295,31.222221,43.88889,30.777779,-12.222222,25.777779,-13.555555,43.88889,0.302286,-2.060122,negative
199,25,9,0,0,1,0.84444,1.277776,0.774075,103.62963,89.111115,126.888885,94.888885,-43.555557,69.77778,-26.222221,126.888885,0.297528,-2.252101,negative
158,154,9,0,0,0.944444,1.083547,0.222222,0.403687,0.62963,0.444444,1.222222,0.222222,-0.555556,1.777778,-1.222222,1.222222,0.277778,-1.861154,negative
190,188,9,0,0,2.000001,1.563472,2.277777,1.781594,49.703705,44.666668,61.77778,42.666668,-15.111111,36.22222,-21.11111,61.77778,0.309236,-1.984565,negative
183,111,9,0,0,0.666667,0.311111,1.055556,0.507407,5.703704,6.888889,7,3.222222,3.555556,3.888889,-7.444445,7.333334,0.566138,-1.065066,positive
139,86,9,0.111111,0,1.444445,1.274074,1.222222,1.318518,26.481482,24.222221,35,20.222221,-6.777778,25.555555,-18.777779,35,0.421495,-1.804829,positive
152,98,9,0,0,7.000001,3.887301,1.055556,0.772202,28.777779,24.88889,37.11111,24.333334,-11.666667,25,-13.333333,37.11111,0.346398,-2.04294,negative
97,75,9,0,0.111111,2,1.911109,3.777778,8.296293,24.851852,24,31.666666,18.88889,-2.555556,20.444445,-17.88889,31.666666,0.40212,-1.652768,positive
8,199,9,0,0,1.666667,0.788811,1.388889,0.712325,15,13.333333,11.777778,19.88889,-5,-9.666667,14.666667,19.88889,0.408885,1.905303,negative
96,96,9,0,0,1,1.511111,0.833333,0.3,6.296296,2.666667,11.888889,4.333334,-10.888889,16.777779,-5.888889,11.888889,0.778863,-2.275792,negative
169,184,9,0.111111,0,1.222223,0.544331,2.499999,1.929306,56.25926,51.22222,69,48.555557,-15.111111,38.22222,-23.11111,69,0.2956,-1.958014,negative
196,129,9,0,0,0.833333,0.433333,0.666667,0.177778,6.333334,7.888889,7.333334,3.777778,4.666666,3,-7.666666,8.222222,0.540123,-0.932783,positive
250,37,9,0,0,0.611111,0.240739,1.055553,0.951851,95.92593,80.111115,121.111115,86.55556,-47.444443,75.55556,-28.11111,121.111115,0.338487,-2.258443,negative
138,203,9,0,0,1.666667,1.646545,2.277778,1.878731,11.259259,8.777778,8.111112,16.88889,-7.444445,-9.444445,16.88889,16.88889,0.538945,2.019747,negative
35,67,9,0.111111,0,2.666665,1.135293,3.833332,1.94079,106.07407,92.111115,125.55556,100.55556,-41.88889,58.444443,-16.555555,125.55556,0.26644,-2.357338,negative
245,78,9,0.111111,0,1.888889,1.007408,4.055555,5.662962,30.185184,25.11111,40.333336,25.11111,-15.222222,30.444445,-15.222222,40.333336,0.392034,-2.066695,negative
54,126,9,0,0,0.666667,0.311111,0.5,0.166667,1.407407,0,3.666667,0.555556,-4.222222,6.777778,-2.555556,3.666667,1,-2.229939,negative
171,187,9,0,0.111111,2.944445,1.730981,2.666667,2.431278,48.37037,43.333332,60.11111,41.666668,-15.111111,35.22222,-20.11111,60.11111,0.306725,-1.998547,negative
21,147,9,0.111111,0,1.944444,1.618518,1.333333,0.844445,6.259259,5.777778,8.444445,4.555555,-1.444444,6.555555,-5.111111,8.666667,0.464069,-1.584341,negative
8,39,9,0.111111,0,1.388891,1.129629,1.833333,0.699999,113.37037,102.55556,132,105.55556,-32.444443,55.88889,-23.444445,132,0.222954,-2.198158,negative
159,111,9,0,0,0.444445,0.074074,0.611111,0.151852,5.925926,7.666666,6.888889,3.222222,5.222222,2.888889,-8.111111,7.666666,0.581349,-0.872666,positive
74,129,9,0,0,0.222222,0.02963,0.111111,0.02963,0.518518,0,1.555556,0,-1.555556,3.111111,-1.555556,1.555556,1,-2.094395,negative
133,96,9,0.111111,0,1,1.022222,2.777778,3.362961,21.88889,22.11111,27.333334,16.222223,0.666667,16.333334,-17,27.333334,0.406451,-1.530686,positive
41,139,9,0,0,0.055556,0.018519,0.111111,0.02963,1.296296,0,3.888889,0,-3.888889,7.777778,-3.888889,3.888889,1,-2.094395,negative
117,147,9,0,0,0.611111,0.107407,0.777778,0.562963,6.777778,5.444445,11,3.888889,-4,12.666667,-8.666667,11,0.643678,-1.783388,positive
163,177,9,0.111111,0,1.166667,0.7,2.5,0.78889,24.518518,21.222221,21.444445,30.88889,-9.888889,-9.222222,19.11111,30.88889,0.321139,2.125416,negative
94,127,9,0,0,0.777778,0.501849,0.777778,0.688531,2.740741,0.555556,5.555555,2.111111,-6.555555,8.444445,-1.888889,5.555555,0.915344,-2.408939,negative
1,115,9,0.111111,0,1.833333,2.388889,2.222223,4.96296,16.555555,15.666667,21.777779,12.222222,-2.666667,15.666667,-13,21.88889,0.425538,-1.54801,positive
187,75,9,0,0,1.555556,0.91084,5.666666,4.802776,39.703705,35.77778,48.22222,35.11111,-11.777778,25.555555,-13.777778,48.22222,0.275059,-2.036435,negative
121,60,9,0,0,2.277778,2.329629,2.888889,2.874074,26.74074,24.666666,35.22222,20.333334,-6.222222,25.444445,-19.222221,35.22222,0.4223,-1.776113,positive
47,96,9,0,0,0.944445,0.574134,0.833333,0.752772,61.925926,54.444443,77,54.333332,-22.444445,45.22222,-22.777779,77,0.297221,-2.089105,negative
249,178,9,0,0,2.277778,1.769076,5.222221,4.933632,47.962963,42.666668,58.88889,42.333336,-15.888889,32.77778,-16.88889,58.88889,0.289863,-2.102536,negative
191,101,9,0,0,1.111112,0.779363,1.111111,1.186342,45.037037,39,57.11111,39,-18.11111,36.22222,-18.11111,57.11111,0.322733,-2.094303,negative
249,173,9,0.111111,0,1.666665,1.646544,3.611111,2.112572,55.185184,48.555557,69.55556,47.444443,-19.88889,43.11111,-23.222221,69.55556,0.321085,-2.04172,negative
140,25,9,0,0,0.999999,1.46667,1.111111,0.118518,128,117.77778,142.33334,123.888885,-30.666666,43,-12.333333,142.33334,0.172504,-2.354552,negative
140,25,9,0,0,0.999999,1.46667,1.111111,0.118518,128,117.77778,142.33334,123.888885,-30.666666,43,-12.333333,142.33334,0.172504,-2.354552,negative
206,80,9,0,0,4.888889,14.829629,3.833333,36.12222,10.037037,6.555555,15.111111,8.444445,-10.444445,15.222222,-4.777778,15.111111,0.597765,-2.326257,negative
161,73,9,0,0,0.833333,0.505524,0.61111,0.389682,43.851852,43,48.77778,39.77778,-2.555556,14.777778,-12.222222,48.77778,0.184376,-1.720441,negative
17,110,9,0.111111,0,1.277778,1.262963,2.722222,2.996295,3.962963,1.444444,6.444445,4,-7.555555,7.444445,0.111111,6.444445,0.806658,-2.618651,negative
11,200,9,0,0,3.166667,3.031318,3.944445,2.480293,53.555557,46.444443,67.333336,46.88889,-21.333334,41.333332,-20,67.333336,0.313032,-2.116733,negative
103,39,9,0,0,0.499997,0.299997,1.111111,0.429627,127.51852,116.55556,142.88889,123.111115,-32.88889,46.11111,-13.222222,142.88889,0.184263,-2.352961,negative
197,58,9,0,0,0.833335,0.62361,1.444444,1.003697,122.25926,110.44444,138.77779,117.55556,-35.444443,49.555557,-14.111111,138.77779,0.204147,-2.357271,negative
176,118,9,0,0,0.388889,0.151852,0.722222,0.196296,6.074074,7.666666,7,3.555556,4.777778,2.777778,-7.555555,7.666666,0.537698,-0.87829,positive
95,127,9,0,0,0.222222,0.074074,0.222222,0.02963,0.62963,0,1.888889,0,-1.888889,3.777778,-1.888889,1.888889,1,-2.094395,negative
254,159,9,0,0,3.555555,7.54074,14.833333,152.7,36.62963,31.333334,46.22222,32.333336,-15.888889,28.777779,-12.888889,46.22222,0.294845,-2.316872,negative
97,123,9,0,0,1.555555,1.096294,13.222221,108.74074,52.814816,48,64.111115,46.333332,-14.444445,33.88889,-19.444445,64.111115,0.280593,-1.994105,negative
82,120,9,0,0,5.666667,46.933327,5.944445,60.06297,6.962963,3.333333,12.777778,4.777778,-10.888889,17.444445,-6.555555,12.777778,0.822893,-2.240133,negative
145,152,9,0,0,0.722222,1.143419,2.777777,1.108886,25.037037,19.666668,25.777779,29.666666,-16.11111,2.222222,13.888889,29.666666,0.337989,2.731134,negative
177,130,9,0,0,0.055556,0.136083,0.222222,0.272166,1.185185,0.666667,2.888889,0,-1.555556,5.111111,-3.555556,2.888889,1,-1.861154,negative
166,180,9,0,0,1.444444,1.585185,7.333333,45.955563,31.444445,28.666666,37.77778,27.88889,-8.333333,19,-10.666667,37.77778,0.252953,-2.021032,negative
252,137,9,0,0,0.888889,0.544331,0.611111,0.712325,0.740741,0.333333,1.777778,0.111111,-1.222222,3.111111,-1.888889,1.777778,0.75,-2.007606,negative
120,227,9,0,0,1.444444,1.186342,1.888889,0.807373,12.62963,9.444445,11,17.444445,-9.555555,-4.888889,14.444445,17.444445,0.458364,2.291847,negative
27,112,9,0,0,0.222222,0.344265,0.111111,0.272166,0.148148,0,0.444444,0,-0.444444,0.888889,-0.444444,0.444444,0.222222,-2.094395,negative
182,197,9,0.111111,0,2.166667,0.691215,2.388889,1.58348,12.851851,10.444445,12.777778,15.333333,-7.222222,-0.222222,7.444445,15.333333,0.322069,2.628208,negative
52,66,9,0.111111,0,1.166665,0.255557,1.833335,2.122228,114.22222,106.888885,128.77779,107,-22,43.666668,-21.666666,128.77779,0.174128,-2.09899,negative
155,68,9,0,0,3.444445,3.786917,0.166667,0.278887,2.296296,2.111111,2.888889,1.888889,-0.555556,1.777778,-1.222222,2.888889,0.115741,-1.861154,negative
214,195,9,0,0,0.833333,0.65828,2,0.966091,46.555557,41.11111,57.333332,41.22222,-16.333334,32.333332,-16,57.333332,0.290299,-2.101377,negative
134,104,9,0,0,2.388889,1.840741,2.666666,3.555556,21.777779,20.88889,28.333334,16.11111,-2.666667,19.666666,-17,28.333334,0.430399,-1.669752,positive
136,45,9,0,0,1.222222,1.544406,2.055555,1.526313,53.074074,48.11111,63.77778,47.333332,-14.888889,32.11111,-17.222221,63.77778,0.259367,-2.045905,negative
180,186,9,0.111111,0,1.500001,1.798145,1.944444,1.781593,49.62963,45,61.333332,42.555557,-13.888889,35.11111,-21.222221,61.333332,0.306161,-1.958085,negative
187,135,9,0,0,3.277778,2.462965,0.833334,0.477778,26.444445,20.222221,37,22.11111,-18.666666,31.666666,-13,37,0.454232,-2.211986,negative
137,190,9,0,0,2.055556,0.742868,2.277778,1.405018,60.444443,53.444443,75.55556,52.333332,-21,45.333332,-24.333334,75.55556,0.308799,-2.043617,negative
72,191,9,0.111111,0,1.277778,0.507408,3.111111,4.607407,15.185185,12.111111,14.888889,18.555555,-9.222222,-0.888889,10.111111,18.555555,0.35037,2.545329,negative
104,139,9,0,0,0.333333,0.516398,0.333333,0.516398,0.666667,0,1.777778,0.222222,-2,3.333333,-1.333333,1.777778,1,-2.15073,negative
187,180,9,0,0,4.055556,2.984528,3.333333,3.19722,62.074074,54.88889,77.55556,53.77778,-21.555555,46.444443,-24.88889,77.55556,0.306906,-2.044179,negative
233,211,9,0.111111,0,2.666667,6.08889,1.666667,1.733333,15.444445,12.444445,15.222222,18.666668,-9,-0.666667,9.666667,18.666668,0.335421,2.554965,negative
120,74,9,0,0,0.333335,0.088889,0.500001,0.077778,101.85185,89.111115,123.22222,93.22222,-38.22222,64.111115,-25.88889,123.22222,0.276784,-2.220553,negative
151,114,9,0,0,0.611111,0.196296,1,0.533333,6.222222,7.555555,7.444445,3.666667,4,3.666667,-7.666666,7.888889,0.537919,-1.0108,positive
221,154,9,0.111111,0.111111,4.222222,2.740737,1.277778,0.596296,6.481482,4.333334,10.777778,4.333334,-6.444445,12.888889,-6.444445,10.777778,0.6248,-2.087985,negative
223,185,9,0,0,0.5,0.349603,2.388889,2.080776,12.962963,11.555555,9.777778,17.555555,-4.222222,-9.555555,13.777778,17.555555,0.445418,1.83885,negative
212,48,9,0,0,0.555555,0.251852,0.555555,0.074074,122.37037,112.22222,138.11111,116.77778,-30.444445,47.22222,-16.777779,138.11111,0.187362,-2.278604,negative
149,163,9,0,0,2.611111,12.151846,14,48.8889,41.666668,35.444447,51.333332,38.22222,-18.666666,29,-10.333333,51.333332,0.297547,-2.384441,negative
211,206,9,0,0,0.944445,1.12963,2.166667,1.1,16.074074,13.555555,14.555555,20.11111,-7.555555,-4.555555,12.111111,20.11111,0.32736,2.252368,negative
58,113,9,0,0,3.444445,1.223232,0.722222,0.389682,20.851852,16.88889,28.444445,17.222223,-11.888889,22.777779,-10.888889,28.444445,0.414807,-2.125693,negative
29,78,9,0,0,0.666665,0.699206,2.611111,2.322991,69.74074,59.666668,88.44444,61.11111,-30.222221,56.11111,-25.88889,88.44444,0.325487,-2.145541,negative
54,138,9,0,0,0.222222,0.296296,0.388889,0.418519,0.259259,0,0.666667,0.111111,-0.777778,1.222222,-0.444444,0.666667,0.333333,-2.181439,negative
17,85,9,0.111111,0,0.888889,0.720082,1.111111,0.720082,1.777778,0.444444,3.444444,1.444444,-4,5,-1,3.444444,0.912963,-2.377624,negative
87,196,9,0.111111,0,1.333332,0.869228,2.222222,1.668887,61.592594,55,75.66667,54.11111,-19.777779,42.22222,-22.444445,75.66667,0.287526,-2.048736,negative
191,119,9,0,0,1.111111,1.293861,0.944446,0.772202,39.851852,36.22222,48.22222,35.11111,-10.888889,25.11111,-14.222222,48.22222,0.271717,-2.006,negative
209,249,9,0,0,2.444444,2.385186,2.888889,3.807407,8.555555,8,7.555555,10.111111,-1.666667,-3,4.666666,10.111111,0.309022,1.917421,negative
98,104,9,0,0,2.222222,3.629631,1.5,1.322222,18.703703,19.222221,23.222221,13.666667,1.555556,13.555555,-15.111111,23.222221,0.410009,-1.446641,positive
190,105,9,0,0,1.888889,2.296298,2.166666,1.67778,45.74074,41.22222,56.333332,39.666668,-13.555555,31.777779,-18.222221,56.333332,0.295992,-1.996082,negative
38,106,9,0,0,2.222222,2.518518,2.111111,3.14074,20,20,25.11111,14.888889,0,15.333333,-15.333333,25.11111,0.408155,-1.55762,positive
149,182,9,0.111111,0,3.111113,3.208783,7,5.648992,39.851852,37.22222,47.333332,35,-7.888889,22.444445,-14.555555,47.333332,0.24779,-1.868277,negative
151,138,9,0,0,0.444444,0.074074,0.444444,0.074074,5.444445,7,6.333334,3,4.666666,2.666667,-7.333334,7,0.56746,-0.880521,positive
247,159,9,0,0,2.555555,5.05185,15.72222,168.95189,35.77778,30.444445,45,31.88889,-16,27.666666,-11.666667,45.444443,0.289218,-2.549349,negative
156,181,9,0,0,0.5,0.349603,1.5,0.505525,11.666667,9,9.777778,16.222223,-8,-5.666666,13.666667,16.222223,0.445979,2.206642,negative
108,138,9,0,0,0.277778,0.062963,0.5,0.122222,3.185185,1.444444,6.666666,1.444444,-5.222222,10.444445,-5.222222,6.666666,0.799603,-2.08783,negative
142,33,9,0,0,0.499999,0.623609,0.500001,0.349603,110.59259,96.77778,128.66667,106.333336,-41.444443,54.22222,-12.777778,128.66667,0.247776,-2.408019,negative
143,114,9,0,0,1.5,0.809664,0.388889,0.389682,27.185184,23,34.444447,24.11111,-12.555555,21.777779,-9.222222,34.444447,0.331888,-2.196423,negative
60,181,9,0.111111,0,1.666667,1.200001,2.666667,2.088887,19.62963,17.11111,17.88889,23.88889,-7.555555,-5.222222,12.777778,23.88889,0.285691,2.189135,negative
248,200,9,0,0,1.388888,0.952579,1.777778,1.167461,46.11111,41.333336,56.555557,40.444443,-14.333333,31.333334,-17,56.555557,0.286663,-2.038016,negative
21,90,9,0,0,0.666668,0.044444,0.777779,0.562963,113.48148,105.888885,128.55556,106,-22.777779,45.22222,-22.444445,128.55556,0.179697,-2.097815,negative
105,111,9,0,0,0.388889,0.389682,1.055556,0.443053,60.185184,53.22222,74.888885,52.444443,-20.88889,44.11111,-23.222221,74.888885,0.299664,-2.058,negative
136,45,9,0,0,1.222222,1.544406,2.055555,1.526313,53.074074,48.11111,63.77778,47.333332,-14.888889,32.11111,-17.222221,63.77778,0.259367,-2.045905,negative
100,155,9,0,0,0.5,0.459468,0.833333,0.349603,23.333334,20,20.666668,29.333334,-10,-8,18,29.333334,0.31809,2.169397,negative
115,183,9,0,0,0.777778,0.385185,2,1.466666,18.11111,14,17.333334,23,-12.333333,-2.333333,14.666667,23,0.392364,2.483198,negative
133,125,9,0,0,1.444443,2.829629,2.111111,1.318521,66.25926,61.11111,79.111115,58.555557,-15.444445,38.555557,-23.11111,79.111115,0.259842,-1.9632,negative
68,80,9,0,0,1.166667,0.166666,1.722224,1.707408,111.07407,102.888885,127.333336,103,-24.555555,48.77778,-24.222221,127.333336,0.198052,-2.098697,negative
163,68,9,0,0,1.833334,2.21111,1.555556,0.962963,56.77778,52,68.22222,50.11111,-14.333333,34.333332,-20,68.22222,0.265053,-1.984308,negative
176,132,9,0,0,0.5,0.122222,0.944444,0.32963,5.740741,7.444445,6.222222,3.555556,5.111111,1.444444,-6.555555,7.555555,0.529982,-0.726018,positive
78,99,9,0,0,1.611111,8.018518,3.055555,14.774076,4.148148,1.111111,9,2.333334,-9.111111,14.555555,-5.444445,9,0.9109,-2.255673,negative
204,25,9,0,0,0.611111,0.329628,0.833333,0.477775,102.48148,88,125.666664,93.77778,-43.444443,69.55556,-26.11111,125.666664,0.299583,-2.253408,negative
